Growless Cave  (2907,5347)  (2979,5309)  (3053,5294)  (3087,5241)  | overflowToLeft=false
Uldaman Mountains  (4255,8740)  (4205,8789)  (4205,8739)  (4304,8790)  (4255,8690)  (4305,8690)  (4305,8740)  (4203,8689)  (4254,8839)  (4204,8839)  (4155,8789)  (4155,8739)  (4354,8790)  (4154,8840)  (4276,8640)  (4326,8640)  (4355,8690)  (4355,8740)  (4153,8689)  (4376,8628)  (4105,8790)  (4105,8740)  (4404,8790)  (4104,8840)  (4299,8590)  (4405,8678)  (4405,8728)  (4103,8690)  (4055,8790)  (4055,8740)  (4454,8778)  (4332,8540)  (4455,8668)  (4455,8718)  (4005,8837)  (4005,8787)  (4624,8694) 
Sven's Camp  (2584,10890)  (2613,10940) 
Nazferiti River  (2496,10835) 
Moonbrook  (2050,11223)  (2000,11270)  (2000,11220)  (2099,11273)  (2074,11173)  (2100,11223) 
Alexston Farmstead  (2005,11054)  (1955,11103)  (1955,11053)  (2031,11104)  (2005,11004)  (2055,11033) 
Westbrook Mountains  (2450,10334)  (2400,10383)  (2400,10333)  (2499,10384)  (2450,10284)  (2500,10284)  (2500,10334)  (2398,10283)  (2449,10433)  (2350,10413)  (2350,10363)  (2448,10234)  (2550,10251)  (2550,10301)  (2348,10313)  (2348,10263)  (2398,10233)  (2298,10224) 
Slither Rock  (4883,9454)  (4833,9503)  (4932,9504)  (4844,9404)  (4894,9404)  (4933,9454)  (4944,9402)  (4882,9553)  (4832,9553)  (4953,9554)  (4782,9354)  (4832,9354)  (4882,9354)  (4994,9402)  (4732,9360)  (4732,9310)  (4682,9362)  (4682,9312)  (4632,9380)  (4632,9330) 
Ironwing Cavern  (5057,8224)  (5079,8274)  (5042,8174)  (5048,8124) 
Tower of Ilgalar  (4633,10360)  (4583,10384)  (4683,10378) 
Angor Fortress  (4562,8822)  (4548,8772) 
Dragonmaw Pass  (4998,7341) 
Stonewatch Falls  (4711,10603)  (4661,10635)  (4661,10585)  (4761,10559)  (4791,10509)  (4611,10660)  (4811,10559)  (4561,10665)  (4861,10522)  (4511,10667)  (4461,10666) 
Bluegill Marsh  (3469,7115)  (3419,7136)  (3519,7093)  (3569,7114) 
Ogre Hills  (4919,7805)  (4869,7854)  (4869,7804)  (4968,7855)  (4919,7755)  (4969,7755)  (4969,7805)  (4867,7754)  (4918,7904)  (4868,7904)  (4819,7854)  (4819,7804)  (5018,7855)  (5018,7905)  (4968,7905)  (4917,7705)  (4967,7705)  (5017,7705)  (5019,7755)  (5019,7805)  (4817,7754)  (4853,7704)  (4769,7887)  (4769,7837)  (5068,7855)  (5068,7905)  (5018,7655)  (5069,7774)  (4767,7787)  (5096,7957)  (5068,7624)  (4719,7852)  (5118,7606)  (4717,7802)  (5096,8007)  (5067,7574)  (5117,7556)  (5167,7556)  (5240,7974) 
The Jansen Stead  (2361,10637)  (2410,10687)  (2348,10587) 
Knight's Hollow  (3731,10797)  (3681,10820)  (3781,10764)  (3631,10833)  (3853,10749)  (3862,10681) 
Deadwind Mountains  (4091,11465)  (4041,11514)  (4041,11464)  (4140,11515)  (4141,11461)  (3991,11534)  (3991,11484)  (4190,11524)  (4171,11318)  (4240,11548)  (4250,11598)  (4198,11268)  (4205,11218)  (4147,11181)  (4197,11168)  (4338,11103)  (4388,11101)  (4030,11100) 
South Badlands Range  (5220,9216)  (5170,9265)  (5170,9215)  (5269,9266)  (5220,9166)  (5270,9166)  (5270,9216)  (5168,9165)  (5219,9315)  (5169,9315)  (5120,9265)  (5120,9215)  (5319,9266)  (5319,9316)  (5269,9316)  (5119,9316)  (5218,9116)  (5268,9116)  (5318,9116)  (5320,9166)  (5320,9216)  (5118,9165)  (5368,9068)  (5219,9365)  (5169,9365)  (5070,9266)  (5070,9216)  (5369,9266)  (5283,9366)  (5119,9366)  (5069,9351)  (5182,9066)  (5232,9066)  (5282,9066)  (5370,9118)  (5370,9168)  (5068,9166)  (5332,9018)  (5382,9018)  (5418,9068)  (5218,9415)  (5020,9301)  (5020,9251)  (5168,9416)  (5118,9416)  (5185,9016)  (5235,9016)  (5420,9118)  (5420,9168)  (5018,9201)  (5018,9151) 
Kargath  (4073,8938)  (4023,8961)  (4023,8911)  (4123,8938) 
Westbrook Garrison  (2534,10519)  (2484,10568)  (2484,10518)  (2558,10569)  (2572,10469)  (2584,10519)  (2622,10440) 
Sleeping Gorge  (3913,11103)  (3915,11053)  (3932,11187) 
