Great Fissure  (465,13018)  (415,13044)  (415,12994)  (515,12984)  (515,13034)  | overflowToLeft=false
Amani Peaks  (5908,3707)  (5858,3756)  (5858,3706)  (5957,3757)  (5908,3657)  (5958,3657)  (5958,3707)  (5856,3656)  (5907,3806)  (5857,3806)  (5808,3756)  (5808,3706)  (6007,3757)  (6007,3807)  (5957,3807)  (5807,3807)  (5906,3607)  (5956,3607)  (6006,3607)  (6008,3657)  (6008,3707)  (5806,3656)  (5806,3606)  (5856,3606)  (6056,3604)  (5758,3757)  (5758,3707)  (6057,3757)  (6057,3807)  (6058,3654)  (6058,3704)  (5756,3657)  (5756,3607)  (5708,3795)  (5708,3745)  (6107,3754)  (6107,3804)  (6108,3607)  (6108,3657)  (5706,3695)  (5706,3645)  (5666,3595)  (5658,3802)  (5658,3752)  (6157,3707)  (6157,3757)  (6157,3807)  (6158,3590)  (6158,3640)  (5656,3702)  (5656,3652)  | overflowToLeft=false
Ironbeard's Tomb  (4079,6990)  (4029,7025)  (4029,6975)  (4128,7040)  (4079,6940)  (4129,6943)  (3974,6930)  | overflowToLeft=false
Dustwind Gulch  (4759,9029)  (4709,9078)  (4709,9028)  (4809,8991)  (4809,9041)  (4659,9080)  | overflowToLeft=false
Felstone Field  (3422,4485)  (3478,4469)  (3532,4461)  (3429,4535)  (3491,4524)  | overflowToLeft=false
Dwarf Farm  (5087,6351)  (5078,6401)  (5081,6301)  | overflowToLeft=false
Crusader's Square  (3225,694)  (3285,693)  (3263,748)  (3323,748)  (3288,804)  | overflowToLeft=false
North Darrowmere River  (3601,5230)  | overflowToLeft=false
Manor Mistmantle  (3525,10886)  | overflowToLeft=false
Newman's Landing  (2245,8709)  (2262,8759)  (2212,8759)  (2212,8659)  (2262,8659)  | overflowToLeft=false
Ashenwood Grove  (200,8881)  (205,8935)  (254,8880)  (258,8931)  (304,8845)  (305,8900)  (357,8836)  (358,8885)  | overflowToLeft=false
Mirror Lake River  (2904,10750)  | overflowToLeft=false
Lost Fleet Coast  (3546,6889)  (3459,6969)  (3426,7019)  | overflowToLeft=false
North Gurubashi Mountains  (3500,11384)  (3450,11394)  (3538,11334)  (3550,11384)  (3426,11457)  (3400,11407)  (3600,11335)  (3600,11385)  (3426,11507)  (3376,11500)  (3350,11450)  (3350,11400)  (3650,11328)  (3650,11378)  (3426,11557)  (3689,11237)  (3697,11187)  (3300,11439)  (3300,11389)  (3700,11287)  (3700,11337)  (3425,11607)  (3739,11237)  (3712,11137)  (3747,11187)  (3250,11423)  (3250,11373)  (3762,11096)  (3200,11433)  (3200,11383)  (3150,11431)  (3150,11381)  | overflowToLeft=false
Ruins of Aboraz  (3034,12610)  | overflowToLeft=false
Tide's Run Mountains  (1937,5231)  (1974,5281)  (1924,5281)  (1924,5181)  (1987,5331)  (1937,5331)  (1923,5131)  (2030,5381)  (1980,5381)  (1930,5381)  (1922,5081)  (2093,5388)  (1944,5031)  (2009,5007)  | overflowToLeft=false
Stendel's Pond  (2213,11119)  (2163,11142)  (2263,11117)  | overflowToLeft=false
Tol Barad  (1037,6415)  (987,6464)  (987,6414)  (1086,6465)  (1037,6365)  (1087,6365)  (1087,6415)  (985,6364)  (1036,6514)  (986,6514)  (937,6464)  (937,6414)  (1136,6465)  (1107,6515)  (936,6515)  (1035,6315)  (1137,6343)  (1137,6393)  (935,6364)  (921,6314)  (1187,6359)  (885,6366)  | overflowToLeft=false
Mardum  (478,10327)  (428,10376)  (428,10326)  (527,10377)  (478,10277)  (528,10277)  (528,10327)  (426,10276)  (477,10426)  (427,10426)  (378,10376)  (378,10326)  (577,10377)  (577,10427)  (527,10427)  (377,10427)  (476,10227)  (526,10227)  (576,10227)  (578,10277)  (578,10327)  (376,10276)  (376,10226)  (426,10226)  (626,10179)  (477,10476)  (427,10476)  (328,10377)  (328,10327)  (627,10377)  (627,10427)  (627,10477)  (577,10477)  (527,10477)  (377,10477)  (327,10477)  (327,10427)  (476,10177)  (526,10177)  (576,10177)  (628,10229)  (628,10279)  (326,10277)  (326,10227)  (676,10166)  (477,10526)  (427,10526)  (278,10377)  (278,10327)  (677,10329)  (677,10379)  (677,10429)  | overflowToLeft=false
Falcon Watch  (280,12913)  (322,12963)  (272,12963)  (236,12863)  (286,12863)  (330,12913)  (336,12858)  (318,13013)  (268,13013)  | overflowToLeft=false
North Badlands Range  (5119,8644)  (5069,8693)  (5069,8643)  (5168,8694)  (5119,8594)  (5169,8594)  (5169,8644)  (5067,8593)  (5118,8743)  (5068,8743)  (5019,8693)  (5019,8643)  (5218,8694)  (5218,8744)  (5168,8744)  (5018,8744)  (5143,8544)  (5193,8544)  (5219,8594)  (5219,8644)  (5017,8593)  (5243,8520)  (4969,8694)  (4969,8644)  (4968,8751)  (5138,8494)  (5188,8494)  (5269,8570)  (4967,8594)  (5293,8509)  (4919,8649)  (5319,8559)  (4869,8642)  (5369,8519)  (5369,8569)  (4819,8649)  (5419,8526)  (5419,8576)  (4769,8620)  | overflowToLeft=false
Klaven's Tower  (2539,11292)  (2510,11242)  (2589,11319)  | overflowToLeft=false
Silver Stream Mine  (4457,8070)  (4407,8073)  (4506,8120)  (4430,8020)  (4480,8020)  (4507,8070)  (4456,8123)  | overflowToLeft=false
Fallhaven  (758,8791)  (705,8798)  (660,8851)  (649,8796)  (646,8744)  (675,8694)  (704,8748)  (812,8789)  | overflowToLeft=false
Bladed Gulch  (849,12003)  (842,11953)  | overflowToLeft=false
Falconhurst  (217,9155)  (268,9155)  (321,9147)  (262,9205)  | overflowToLeft=false
Path of Anguish  (1153,13012)  (1103,13035)  (1202,13062)  (1117,12962)  (1203,12972)  | overflowToLeft=false
Greymane Manor  (1561,6196)  (1511,6202)  (1581,6146)  (1611,6196)  (1551,6252)  | overflowToLeft=false
West Sanctum  (4826,2051)  (4776,2049)  (4837,2101)  (4787,2101)  (4876,2020)  (4794,1999)  (4887,2070)  | overflowToLeft=false
The Molsen Farm  (2091,10869)  (2041,10908)  (2096,10919)  (2088,10819)  (2141,10847)  | overflowToLeft=false
Ruins of Sha'naar  (97,12925)  (47,12931)  (102,12975)  (147,12897)  | overflowToLeft=false
Bal'lal Ruins  (2721,11760)  (2671,11783)  (2771,11738)  | overflowToLeft=false
Stratholme Harbour  (3556,285)  (3621,315)  (3553,377)  (3615,400)  (3510,443)  (3578,471)  | overflowToLeft=false
Dun Garok  (3546,6029)  (3496,6065)  (3559,6079)  (3564,5979)  | overflowToLeft=false
Rise of the Defiler  (4383,11344)  (4354,11294)  | overflowToLeft=false
Deep Elem Mine  (2279,5292)  (2287,5342)  (2274,5242)  (2324,5195)  | overflowToLeft=false
Dandred's Fold  (3056,4777)  (3047,4840)  (3118,4813)  | overflowToLeft=false
Crown Guard Tower  (4916,4402)  (4866,4451)  (4866,4401)  (4965,4452)  (4916,4352)  (4966,4352)  (4966,4402)  (4864,4351)  (4915,4501)  (4865,4501)  (4816,4451)  (4816,4401)  (5015,4452)  (4965,4502)  (4935,4302)  (5016,4371)  (4814,4351)  (5065,4446)  (5069,4496)  | overflowToLeft=false
Brennadam  (1308,7986)  (1261,7983)  (1289,8036)  (1237,8034)  (1227,8086)  (1358,7982)  | overflowToLeft=false
Cairn Landing  (3430,10088)  (3380,10099)  (3480,10071)  (3523,10121)  (3330,10135)  (3330,10085)  (3280,10134)  | overflowToLeft=false
Koroth's Den  (1883,6425)  (1833,6474)  (1833,6424)  (1932,6475)  (1883,6375)  (1933,6375)  (1933,6425)  (1831,6374)  (1882,6524)  (1832,6524)  (1946,6525)  (1973,6325)  (1983,6375)  | overflowToLeft=false
Valorwind Lake  (4564,5427)  (4514,5431)  (4591,5377)  (4614,5427)  (4540,5481)  | overflowToLeft=false
Crushblow  (5475,7975)  (5476,7924)  (5527,7905)  (5480,7865)  (5419,7856)  (5359,7827)  (5415,7797)  | overflowToLeft=false
Anvilmar  (2626,8659)  (2576,8698)  (2576,8648)  (2676,8625)  (2676,8675)  (2526,8735)  (2526,8685)  (2526,8635)  (2726,8635)  (2726,8685)  (2776,8637)  | overflowToLeft=false
Crestfall  (2186,7490)  (2226,7427)  (2176,7388)  (2138,7331)  (2076,7348)  (2070,7413)  (2048,7471)  | overflowToLeft=false
Felspark Ravine  (1096,12682)  (1043,12706)  (1058,12780)  (1118,12791)  (1168,12767)  | overflowToLeft=false
The Dust Plains  (2310,11246)  (2360,11259)  (2260,11233)  (2410,11259)  (2411,11309)  (2210,11231)  | overflowToLeft=false
South Badlands Hill  (4585,9085)  | overflowToLeft=false
Stonewall Mountains  (276,12591)  (226,12639)  (302,12541)  (326,12591)  (352,12539)  (176,12644)  (153,12594)  (103,12624)  (95,12574)  (478,12502)  (45,12620)  (45,12570)  (528,12492)  (16,12520)  (545,12542)  (555,12436)  (578,12486)  (628,12442)  (628,12492)  (678,12460)  (678,12510)  | overflowToLeft=false
Forge Camp Rage  (974,12605)  (1004,12655)  | overflowToLeft=false
Jerod's Landing  (2982,10627)  (2932,10676)  (2932,10626)  (2982,10577)  (3032,10577)  (3032,10627)  (2930,10576)  (3082,10607)  | overflowToLeft=false
Ruins of Drakgor  (5437,7114)  (5385,7087)  (5326,7120)  (5383,7141)  (5436,7169)  | overflowToLeft=false
Zul'Gurub  (3708,11698)  (3658,11747)  (3658,11697)  (3757,11748)  (3708,11648)  (3758,11648)  (3758,11698)  (3656,11647)  (3707,11797)  (3657,11797)  (3608,11747)  (3608,11697)  (3807,11748)  (3807,11798)  (3757,11798)  (3607,11798)  (3706,11598)  (3756,11598)  (3806,11598)  (3808,11648)  (3808,11698)  (3606,11647)  (3606,11597)  (3656,11597)  (3856,11550)  (3707,11847)  (3657,11847)  (3558,11748)  (3558,11698)  (3857,11748)  (3857,11798)  (3857,11848)  (3807,11848)  (3757,11848)  (3607,11848)  (3557,11847)  (3706,11548)  (3756,11548)  (3806,11548)  (3858,11600)  (3858,11650)  (3556,11648)  (3556,11598)  (3556,11548)  (3606,11547)  (3656,11547)  (3856,11500)  (3906,11500)  (3906,11550)  (3707,11897)  (3657,11897)  (3508,11730)  | overflowToLeft=false
North Sea 8  (3388,1666)  (3338,1715)  (3338,1665)  (3437,1716)  (3388,1616)  (3438,1616)  (3438,1666)  (3336,1615)  (3387,1765)  (3337,1765)  (3288,1715)  (3288,1665)  (3487,1716)  (3487,1766)  (3437,1766)  (3287,1766)  (3386,1566)  (3436,1566)  (3486,1566)  (3488,1616)  (3488,1666)  (3286,1615)  (3286,1565)  (3336,1565)  (3536,1518)  (3387,1815)  (3337,1815)  (3238,1716)  (3238,1666)  (3537,1716)  (3537,1766)  (3537,1816)  (3487,1816)  (3437,1816)  (3287,1816)  (3237,1816)  (3237,1766)  (3386,1516)  (3436,1516)  (3486,1516)  (3538,1568)  (3538,1618)  (3236,1616)  (3236,1566)  (3236,1516)  (3286,1515)  (3336,1515)  (3536,1468)  (3586,1468)  (3586,1518)  (3387,1865)  (3337,1865)  (3188,1716)  (3188,1666)  | overflowToLeft=false
North Sea 9  (4514,2092)  (4503,2187)  (4477,2282)  (4556,2005)  (4468,1993)  (4419,2067)  (4390,2168)  (4404,2267)  (4449,2359)  (4333,2373)  (4281,2297)  (4290,2186)  (4317,2097)  (4352,2003)  (4425,1925)  (4631,1939)  (4561,1904)  | overflowToLeft=false
Western Strand  (2919,5941)  (2869,5952)  (2969,5916)  (2819,5992)  (2819,5942)  (3019,5907)  (2769,5976)  | overflowToLeft=false
North Sea 4  (5515,965)  (5463,1049)  (5409,1130)  (5592,1026)  (5549,1100)  (5496,1158)  (5675,1078)  (5622,1152)  (5566,1209)  | overflowToLeft=false
North Sea 5  (5004,830)  (5027,908)  (5051,979)  (5081,1072)  (4900,841)  (4929,937)  (4969,1009)  (4992,1107)  (4852,997)  (4800,862)  (4884,1107)  | overflowToLeft=false
North Sea 6  (5084,1383)  (5150,1453)  (5172,1358)  (4734,1749)  (4625,1738)  (4542,1614)  (4538,1705)  (4519,1794)  (4458,1618)  (4433,1715)  (4412,1791)  (4339,1806)  (4342,1704)  (4379,1610)  (4528,1510)  (4361,1489)  (4462,1512)  (4288,1590)  (4183,1790)  | overflowToLeft=false
North Sea 7  (5804,1648)  (5847,1743)  (5873,1850)  (5910,1627)  (5947,1709)  (5945,1834)  (6013,1626)  (6034,1719)  (6036,1848)  (5979,1960)  | overflowToLeft=false
Carver's Harbour  (899,8726)  (847,8767)  (846,8716)  (794,8724)  (757,8691)  (894,8681)  | overflowToLeft=false
Dreadmaul Post  (4379,11568)  (4329,11617)  (4329,11567)  (4379,11518)  (4429,11522)  (4429,11572)  | overflowToLeft=false
North Sea 1  (4878,256)  (4810,340)  (4784,497)  (4764,195)  (4702,300)  (4657,446)  | overflowToLeft=false
Stagalbog  (4920,11126)  (4969,11176)  (4970,11126)  (4842,11066)  (5020,11116)  | overflowToLeft=false
North Sea 2  (5260,386)  (5204,355)  (5154,295)  (5214,290)  (5282,328)  (5152,218)  (5221,212)  (5320,267)  | overflowToLeft=false
The Tundrid Hills  (3365,8418)  (3315,8445)  (3315,8395)  (3415,8425)  (3430,8475)  (3265,8435)  (3480,8462)  | overflowToLeft=false
Blade's Edge Slope  (770,12303)  (720,12352)  (720,12302)  (819,12353)  (820,12263)  (769,12402)  (670,12346)  (670,12296)  (870,12237)  (870,12287)  (653,12246)  (645,12196)  (766,12452)  (620,12345)  (920,12236)  (603,12295)  (595,12245)  (570,12360)  (970,12238)  (553,12310)  (545,12260)  (520,12364)  (503,12314)  (495,12264)  | overflowToLeft=false
North Sea 3  (5778,444)  (5797,566)  (5684,537)  (5663,410)  (5757,320)  (5908,358)  (5908,520)  | overflowToLeft=false
North Twin  (3918,4394)  (3868,4428)  (3868,4378)  (3968,4393)  (3854,4328)  (4018,4395)  | overflowToLeft=false
The Dead Fields  (2137,4808)  (2087,4857)  (2087,4807)  (2181,4758)  (2187,4808)  (2231,4714)  | overflowToLeft=false
Whitegrove Chapel  (218,8582)  (273,8589)  (227,8641)  (284,8651)  | overflowToLeft=false
Jagged Ridge  (550,12105)  (500,12056)  (571,12155)  (550,12055)  | overflowToLeft=false
Booty Bay Mountains  (2605,13098)  (2655,13094)  (2555,13093)  | overflowToLeft=false
Harborage  (4430,10837)  (4380,10886)  (4380,10836)  (4479,10887)  (4430,10787)  (4480,10787)  (4480,10837)  (4378,10786)  (4408,10936)  (4358,10936)  (4330,10886)  (4330,10836)  (4529,10887)  (4435,10737)  (4485,10737)  (4530,10787)  (4530,10837)  (4328,10786)  (4579,10887)  | overflowToLeft=false
Hinterland High Road  (5065,5422)  (5015,5424)  (5015,5374)  (5114,5472)  (5065,5372)  (5115,5393)  (5064,5474)  (4965,5368)  (5164,5443)  (4915,5347)  | overflowToLeft=false
Coldridge Valley  (2126,8174)  (2076,8223)  (2076,8173)  (2175,8224)  (2126,8124)  (2176,8124)  (2176,8174)  (2074,8123)  (2125,8273)  (2075,8273)  (2026,8203)  (2225,8224)  (2225,8274)  (2175,8274)  (2124,8074)  (2174,8074)  (2224,8074)  (2024,8153)  (2024,8103)  (2074,8073)  (2007,8053)  (2125,8323)  (2075,8323)  (2245,8324)  (2195,8324)  (2124,8024)  (2174,8024)  (2224,8024)  (2057,8023)  (2145,8373)  (2095,8373)  (2260,8374)  (2210,8374)  (2107,7974)  (2157,7974)  (2207,7974)  (2257,7974)  (2016,7973)  (2354,8402)  (2347,7943)  (2160,8423)  (2110,8423)  (2304,8424)  (2254,8424)  (2066,7924)  (2116,7924)  (2166,7924)  (2216,7924)  (2266,7924)  (2397,7903)  (2403,8452)  | overflowToLeft=false
Vermillion Redoubt  (4838,7085)  (4788,7066)  (4887,7135)  (4837,7135)  (4838,7035)  (4888,7035)  (4888,7085)  (4778,7016)  (4896,7185)  (4828,6985)  | overflowToLeft=false
Isle of Tribulations  (5504,2557)  | overflowToLeft=false
Bridgeport  (1671,8782)  (1671,8836)  (1673,8891)  (1617,8785)  (1619,8838)  (1621,8896)  (1562,8839)  (1568,8897)  | overflowToLeft=false
Greenrush Mountains  (4496,4080)  (4446,4129)  (4446,4079)  (4545,4130)  (4496,4030)  (4546,4030)  (4546,4080)  (4444,4029)  (4495,4179)  (4396,4164)  (4396,4114)  (4595,4130)  (4595,4180)  (4545,4180)  (4596,4015)  (4596,4065)  (4394,4064)  (4394,4014)  (4444,3979)  (4379,3964)  (4346,4159)  (4645,4115)  (4645,4165)  (4646,4018)  (4344,4109)  (4344,4059)  (4329,4009)  (4329,3959)  (4379,3914)  (4695,4068)  (4695,4118)  (4294,4118)  (4294,4068)  (4709,4018)  (4279,4018)  (4279,3968)  (4831,4232)  (4881,4212)  (4931,4192)  (4981,4157)  (4992,4105)  | overflowToLeft=false
Northgate River  (2003,6116)  (2011,6166)  (2053,6091)  (2061,6141)  (2061,6191)  (2011,6216)  (2086,6241)  (2103,6090)  (2111,6140)  (2111,6190)  (2136,6240)  (2127,6291)  (2153,6087)  (2161,6137)  (2161,6187)  (2186,6237)  (2279,5903)  | overflowToLeft=false
Tanglefoot Junction  (3137,11168)  (3087,11186)  (3187,11148)  (3208,11198)  (3037,11173)  (3237,11120)  (3258,11170)  (3287,11120)  (3337,11122)  | overflowToLeft=false
Ring of the Law  (1331,1574)  (1415,1574)  | overflowToLeft=false
Thoradin's Wall  (3735,5840)  | overflowToLeft=false
Whispering Forest  (1705,4360)  (1655,4409)  (1655,4359)  (1754,4410)  (1705,4310)  (1755,4310)  (1755,4360)  (1653,4309)  (1704,4459)  (1654,4459)  (1789,4460)  (1703,4260)  (1753,4260)  (1803,4260)  (1628,4259)  (1853,4285)  (1739,4509)  (1689,4509)  (1817,4510)  (1699,4210)  (1749,4210)  (1799,4210)  (1767,4559)  (1717,4559)  (1667,4559)  (1716,4160)  (1766,4160)  (1816,4160)  (1866,4154)  (1734,4609)  (1684,4609)  | overflowToLeft=false
Windrunner Spire  (4678,3142)  (4678,3192)  (4665,3092)  (4715,3092)  (4656,3042)  | overflowToLeft=false
Helm's Bed Lake  (3814,8328)  (3764,8340)  (3864,8313)  (3864,8363)  (3714,8338)  (3914,8324)  | overflowToLeft=false
Duskwood  (2886,11106)  (2836,11155)  (2836,11105)  (2935,11156)  (2886,11056)  (2936,11067)  | overflowToLeft=false
Pools of Aggonar  (679,12583)  (625,12578)  (579,12670)  (644,12688)  (578,12726)  | overflowToLeft=false
The Twisting Nether  (1081,10461)  (1031,10510)  (1031,10460)  (1130,10511)  (1081,10411)  (1131,10411)  (1131,10461)  (1029,10410)  (1080,10560)  (1030,10560)  (981,10510)  (981,10460)  (1180,10511)  (1180,10561)  (1130,10561)  (980,10561)  (1181,10368)  (1181,10418)  (979,10410)  (1080,10610)  (1030,10610)  (931,10511)  (931,10461)  (1230,10468)  (1230,10518)  (1230,10568)  (1180,10611)  (1130,10611)  (980,10611)  (930,10611)  (930,10561)  (1231,10368)  (1231,10418)  (929,10411)  (1237,10618)  (881,10511)  (881,10461)  (1280,10468)  (1280,10518)  (1280,10568)  (1187,10661)  (1137,10661)  (947,10661)  (897,10661)  (880,10611)  (880,10561)  (1281,10368)  (1281,10418)  (879,10411)  (1287,10618)  (1287,10668)  | overflowToLeft=false
Path of Glory  (961,12862)  (911,12911)  (911,12861)  (1010,12912)  (961,12812)  (1011,12830)  (909,12811)  (1060,12880)  | overflowToLeft=false
Gahrron's Withering  (4143,4492)  (4093,4541)  (4093,4491)  (4192,4542)  (4143,4442)  (4193,4442)  (4193,4492)  | overflowToLeft=false
Dragonmaw Port  (6007,7497)  (6056,7491)  (6023,7554)  (6076,7566)  (6109,7510)  | overflowToLeft=false
Tol Dagor  (2554,9228)  (2639,9238)  (2529,9302)  (2585,9284)  | overflowToLeft=false
Venture Co. Base Camp  (3178,11839)  (3128,11888)  (3227,11889)  (3176,11789)  (3226,11789)  (3228,11839)  (3168,11739)  (3218,11739)  | overflowToLeft=false
Light's Hope Chapel  (5732,4199)  (5680,4213)  (5683,4271)  (5627,4305)  (5693,4338)  (5561,4351)  (5619,4367)  (5687,4391)  | overflowToLeft=false
Honor Hold  (916,12985)  (860,12990)  (810,13028)  (821,13084)  (877,13051)  (932,13047)  (974,12987)  (993,13050)  | overflowToLeft=false
Go'Shek Farm  (4494,6235)  (4444,6277)  (4444,6227)  (4521,6285)  (4494,6185)  (4544,6204)  | overflowToLeft=false
Stranglethorn Hill  (2872,12339)  | overflowToLeft=false
The Tainted Scar  (4290,11719)  (4234,11738)  (4233,11796)  (4290,11775)  (4291,11831)  (4349,11796)  (4352,11849)  | overflowToLeft=false
The Fungal Vale  (4830,4104)  (4780,4153)  (4834,4154)  (4854,4054)  (4880,4104)  (4904,4044)  (4767,4203)  | overflowToLeft=false
Grizzlepaw Ridge  (4664,8500)  (4714,8495)  | overflowToLeft=false
Hillsbrad Fields  (2854,5660)  (2804,5709)  (2804,5659)  (2903,5710)  (2854,5610)  (2904,5610)  (2904,5660)  (2802,5609)  | overflowToLeft=false
Redridge Pass  (4831,10143)  (4781,10192)  (4781,10142)  (4879,10193)  (4881,10096)  (4779,10092)  (4929,10146)  (4761,10242)  (4731,10192)  (4731,10142)  (4931,10047)  (4729,10092)  (4711,10257)  (4698,10042)  (4978,9996)  (4979,10097)  (4773,10292)  (4681,10179)  (4981,10046)  (4679,10129)  (4972,9946)  (5022,9946)  (5028,9996)  (4806,10342)  (5031,10046)  (5072,9902)  (5078,9952)  (4804,10392)  (5051,9852)  (5101,9852)  (5122,9902)  (5151,9823)  (5059,9802)  (5172,9873)  (5109,9773)  (5159,9773)  (5201,9823)  | overflowToLeft=false
Zeb'Sora  (5636,2589)  (5686,2554)  (5686,2604)  | overflowToLeft=false
Headland Mountains  (3033,5356)  (2983,5382)  | overflowToLeft=false
Arathi Lowlands  (4369,6359)  (4319,6381)  (4419,6336)  (4290,6331)  (4474,6367)  (4292,6275)  (4352,6298)  | overflowToLeft=false
South Gurubashi Mountains  (3621,12247)  (3571,12296)  (3571,12246)  (3670,12297)  (3621,12197)  (3671,12197)  (3671,12247)  (3569,12196)  (3620,12346)  (3570,12346)  (3521,12296)  (3521,12246)  (3720,12297)  (3720,12347)  (3670,12347)  (3520,12347)  (3619,12147)  (3669,12147)  (3719,12147)  (3721,12197)  (3721,12247)  (3519,12196)  (3519,12146)  (3569,12146)  (3769,12099)  (3620,12396)  (3570,12396)  (3471,12297)  (3471,12247)  (3770,12297)  (3770,12347)  (3759,12397)  (3709,12397)  (3520,12397)  (3470,12397)  (3470,12347)  (3619,12097)  (3669,12097)  (3719,12097)  (3771,12149)  (3771,12199)  (3469,12197)  (3469,12147)  (3469,12097)  (3519,12096)  (3569,12096)  (3819,12053)  (3635,12446)  (3585,12446)  (3421,12297)  (3421,12247)  | overflowToLeft=false
Fort Daelin  (922,7796)  (983,7797)  (948,7856)  (1010,7914)  (1007,7856)  (1058,7837)  | overflowToLeft=false
Fallen Sky Ridge  (101,12769)  (150,12819)  (100,12819)  (64,12719)  (114,12719)  | overflowToLeft=false
The Cape of Stranglethorn  (2727,12778)  (2736,12828)  (2717,12728)  (2767,12720)  (2817,12688)  (2745,12878)  (2715,12678)  (2765,12670)  (2660,12887)  (2867,12680)  (2750,12928)  | overflowToLeft=false
Tidewater Sanctum  (1720,7635)  (1637,7687)  (1598,7631)  (1623,7567)  (1566,7538)  (1696,7566)  (1773,7595)  | overflowToLeft=false
The Dead Scar  (5131,2548)  (5194,2485)  (5244,2407)  (5237,2315)  (5238,2197)  | overflowToLeft=false
Sylvanaar  (249,12010)  (300,12031)  (249,12063)  (223,12114)  (305,12087)  | overflowToLeft=false
Forest's Edge  (2550,10722)  (2552,10772)  (2534,10672)  | overflowToLeft=false
Dun Algaz  (4244,7616)  (4194,7638)  (4294,7625)  | overflowToLeft=false
Lethlor Ravine  (5069,8965)  (5118,9015)  (5068,9015)  (5083,8915)  (5018,9018)  (5118,9065)  (5068,9065)  (4968,9048)  (5086,8865)  (5018,9068)  | overflowToLeft=false
Emberstone Village  (2291,6043)  (2241,6048)  (2340,6093)  (2279,5993)  (2329,5993)  (2341,6043)  (2290,6098)  (2379,5955)  (2344,6143)  (2294,6148)  | overflowToLeft=false
Silvermoon City  (5400,1752)  (5350,1801)  (5350,1751)  (5449,1802)  (5400,1702)  (5450,1702)  (5450,1752)  (5348,1701)  (5396,1851)  (5346,1851)  (5499,1802)  (5500,1658)  (5500,1708)  (5364,1651)  | overflowToLeft=false
Sorrow Hill  (3812,4981)  (3762,5030)  (3762,4980)  (3862,4945)  (3862,4995)  (3760,4930)  (3712,5058)  (3912,4908)  (3912,4958)  | overflowToLeft=false
Nazferiti River  (2496,10835)  | overflowToLeft=false
Sven's Camp  (2584,10890)  (2613,10940)  | overflowToLeft=false
Alexston Farmstead  (2005,11054)  (1955,11103)  (1955,11053)  (2031,11104)  (2005,11004)  (2055,11033)  | overflowToLeft=false
Westbrook Mountains  (2450,10334)  (2400,10383)  (2400,10333)  (2499,10384)  (2450,10284)  (2500,10284)  (2500,10334)  (2398,10283)  (2449,10433)  (2350,10413)  (2350,10363)  (2448,10234)  (2550,10251)  (2550,10301)  (2348,10313)  (2348,10263)  (2398,10233)  (2298,10224)  | overflowToLeft=false
The Weeping Cave  (4163,4323)  (4113,4366)  (4212,4373)  (4158,4273)  (4152,4223)  | overflowToLeft=false
Shadowforge City  (1463,1791)  (1413,1759)  (1520,1820)  | overflowToLeft=false
Scarlet Enclave  (5978,4009)  (5928,4058)  (6027,4059)  (5939,3959)  (5989,3959)  (6028,4009)  (6039,3948)  (5878,4101)  (6077,4059)  (6069,4109)  (5916,3909)  (5966,3909)  (6078,3998)  (6016,3898)  (6089,3906)  (5828,4142)  (6139,3902)  (5778,4114)  (6189,3912)  (5728,4114)  (5787,4282)  (5791,4332)  (5831,4382)  (5781,4382)  (5805,4432)  | overflowToLeft=false
Kargath  (4073,8938)  (4023,8961)  (4023,8911)  (4123,8938)  | overflowToLeft=false
Whispering Mountains  (1487,4368)  (1437,4417)  (1437,4348)  (1536,4418)  (1487,4318)  (1537,4318)  (1537,4368)  (1423,4298)  (1486,4467)  (1436,4467)  (1554,4468)  (1473,4268)  (1523,4268)  (1504,4517)  (1593,4518)  (1455,4218)  (1505,4218)  (1555,4218)  (1615,4182)  (1543,4567)  (1597,4568)  (1486,4168)  (1624,4132)  (1547,4617)  (1599,4618)  (1700,4093)  (1750,4074)  (1782,4664)  (1601,4668)  (1800,4055)  (1732,4682)  (1845,4664)  (1846,4413)  (1850,4027)  (1854,4360)  (1863,4585)  (1875,4463)  (1877,4535)  (1893,4213)  (1895,4635)  (1896,4410)  (1900,4017)  (1913,4585)  (1943,4189)  (1944,4067)  (1945,4635)  (1972,4685)  (1995,4604)  (2022,4654)  (2022,4704)  (2072,4687)  (2075,4618)  (2117,4576)  (2166,4623)  (2205,4546)  (2266,4594)  | overflowToLeft=false
Highland Mountains  (1589,8390)  (1556,8330)  (1488,8255)  (1580,8223)  (1636,8300)  (1684,8347)  (1749,8301)  (1693,8250)  (1652,8184)  (1737,8193)  (1691,8109)  (1693,8042)  | overflowToLeft=false
